2012       6     7.659     0.031    693
2012       7     7.646     0.033    741
2012       8     7.673     0.033    737
2012       9     7.726     0.029    696
2012      10     7.738     0.030    720
2012      11     7.819     0.035    719
2012      12     7.812     0.031    735
2013       1     7.817     0.031    740
2013       2     7.886     0.036    326
2013       3     7.881     0.036    741
2013       4     7.934     0.039    715
2013       5     8.035     0.038    728
2013       6     8.010     0.044    719
2013       7     8.041     0.043    687
2013       8     8.097     0.039    432
2013       9     8.151     0.033    701
2013      10     8.140     0.032    733
2013      11     8.139     0.034    719
2013      12     8.196     0.034    742
2014       1     8.189     0.031    735
2014       2     8.183     0.031    671
2014       3     8.263     0.029    711
2014       4     8.320     0.032    719
2014       5     8.314     0.033    668
2014       6     8.361     0.034    708
2014       7     8.344     0.034    669
2014       8     8.387     0.028    595
2014       9     8.458     0.028    670
2014      10     8.468     0.025    620
2014      11     8.484     0.021    706
2014      12     8.497     0.023    663
2015       1     8.494     0.026    730
2015       2     8.487     0.027    658
2015       3     8.525     0.030    716
2015       4     8.609     0.027    690
2015       5     8.644     0.033    728
2015       6     8.629     0.028    656
2015       7     8.632     0.027    730
2015       8     8.603     0.032    659
2015       9     8.775     0.032    699
2015      10     8.797     0.030    732
2015      11     8.843     0.030    711
2015      12     8.871     0.036    675
2016       1     8.840     0.036    734
2016       2     8.885     0.042    690
2016       3     8.892     0.044    611
2016       4     8.996     0.040    706
2016       5     9.006     0.042    735
2016       6     9.029     0.045    707
2016       7     8.997     0.052    743
2016       8     9.004     0.049    713
2016       9     9.060     0.079    672
2016      10     9.124     0.094    677
2016      11     9.194     0.069    711
2016      12     9.132     0.067    684
2017       1     9.191     0.077    687
2017       2     9.180     0.069    651
2017       3     9.181     0.072    713
2017       4     9.272     0.077    707
2017       5     9.306     0.069    717
2017       6     9.331     0.069    685
2017       7     9.352     0.071    544
2017       8     9.397     0.061    721
2017       9     9.478     0.058    716
2017      10     9.503     0.066    728
2017      11     9.525     0.065    714
2017      12     9.541     0.057    722
2018       1     9.559     0.062    734
2018       2     9.547     0.060    664
2018       3     9.588     0.056    414
