2012       6    325.37      0.31    683
2012       7    325.42      0.33    741
2012       8    325.55      0.34    724
2012       9    325.67      0.57    683
2012      10    325.93      0.67    702
2012      11    325.95      0.57    675
2012      12    326.05      0.28    735
2013       1    326.09      0.27    734
2013       2    326.15      0.29    627
2013       3    326.16      0.26    741
2013       4    326.26      0.26    709
2013       5    326.43      0.28    712
2013       6    326.36      0.33    715
2013       7    326.38      0.33    684
2013       8    326.65      0.35    431
2013       9    326.68      0.32    696
2013      10    326.70      0.30    732
2013      11    326.87      0.29    711
2013      12    326.93      0.31    734
2014       1    327.03      0.30    731
2014       2    327.13      0.29    665
2014       3    327.17      0.35    699
2014       4    327.16      0.37    699
2014       5    327.50      0.32    658
2014       6    327.51      0.32    694
2014       7    327.63      0.53    644
2014       8    327.75      0.59    582
2014       9    328.22      0.62    549
2014      10    328.48      0.50    480
2014      11    328.37      0.37    554
2014      12    328.36      0.33    517
2015       1    328.42      0.38    553
2015       2    328.40      0.37    528
2015       3    328.42      0.48    562
2015       4    328.60      0.34    511
2015       5    328.65      0.42    565
2015       6    328.47      0.35    510
2015       7    328.62      0.34    573
2015       8    328.89      0.52    522
2015       9    329.10      0.29    690
2015      10    329.25      0.28    715
2015      11    329.28      0.26    697
2015      12    329.30      0.23    633
2016       1    329.40      0.23    730
2016       2    329.32      0.25    674
2016       3    329.31      0.26    614
2016       4    329.37      0.31    671
2016       5    329.37      0.30    711
2016       6    329.30      0.36    681
2016       7    329.38      0.36    731
2016       8    329.53      0.36    689
2016       9    329.73      0.36    635
2016      10    329.87      0.51    636
2016      11    329.89      0.47    682
2016      12    329.74      0.46    664
2017       1    329.89      0.48    668
2017       2    329.83      0.49    655
2017       3    329.89      0.66    704
2017       4    329.75      0.83    665
2017       5    329.82      0.67    706
2017       6    329.85      0.94    679
2017       7    329.84      0.68    523
2017       8    329.98      0.71    707
2017       9    329.92      0.52    704
2017      10    330.02      0.54    704
2017      11    330.01      0.54    702
2017      12    330.11      0.59    700
2018       1    330.01      0.57    728
2018       2    330.11      0.76    658
2018       3    329.94      0.62    426
